"","is_female","race_A","race_B","race_C","race_D","race_E","parent_ed_hs_some","parent_ed_hs_all","parent_ed_col_some","parent_ed_col_4yr","parent_ed_col_6yr","has_reduced_price_lunch","taken_prep_course","score_math","score_rdg","score_wrtng"
"103",0,0,0,0,1,0,0,0,0,0,0,0,0,85,91,89
"104",0,0,1,0,0,0,0,1,0,0,0,0,0,60,44,47
"105",0,0,0,1,0,0,0,0,1,0,0,0,0,98,86,90
"106",0,0,0,1,0,0,0,0,1,0,0,0,0,58,67,72
"107",0,0,0,0,1,0,0,0,0,0,1,0,0,87,100,100
"108",0,0,0,0,0,1,0,0,0,0,0,0,0,66,63,64
"109",0,0,1,0,0,0,0,0,0,0,0,0,0,52,76,70
"110",0,0,1,0,0,0,1,0,0,0,0,0,0,70,64,72
"111",0,0,0,0,1,0,0,0,0,0,0,0,0,77,89,98
"112",0,0,0,1,0,0,0,1,0,0,0,0,0,62,55,49
"113",0,1,0,0,0,0,0,0,0,0,0,0,0,54,53,47
"114",0,0,0,0,1,0,0,0,1,0,0,0,0,51,58,54
"115",0,0,0,0,0,1,0,0,0,1,0,0,0,99,100,100
"116",0,0,0,1,0,0,0,1,0,0,0,0,0,84,77,74
"117",0,0,1,0,0,0,0,0,0,1,0,0,0,75,85,82
"118",0,0,0,0,1,0,0,0,0,1,0,0,0,78,82,79
"119",0,0,0,0,1,0,1,0,0,0,0,0,0,51,63,61
"120",0,0,0,1,0,0,0,0,1,0,0,0,0,55,69,65
"121",0,0,0,1,0,0,0,0,0,1,0,0,0,79,92,89
"122",0,0,1,0,0,0,0,0,0,0,0,0,0,91,89,92
"123",0,0,0,1,0,0,0,0,1,0,0,0,0,88,93,93
"124",0,0,0,0,1,0,0,1,0,0,0,0,0,63,57,56
"125",0,0,0,0,0,1,0,0,1,0,0,0,0,83,80,73
"126",0,0,1,0,0,0,0,1,0,0,0,0,0,87,95,86
"127",0,0,1,0,0,0,1,0,0,0,0,0,0,72,68,67
"128",0,0,0,0,1,0,0,0,1,0,0,0,0,65,77,74
"129",0,0,0,0,1,0,0,0,0,0,1,0,0,82,82,74
"130",0,1,0,0,0,0,0,0,0,1,0,0,0,51,49,51
"131",0,0,0,0,1,0,0,0,0,0,1,0,0,89,84,82
"132",0,0,0,1,0,0,1,0,0,0,0,0,0,53,37,40
"133",0,0,0,0,0,1,0,0,1,0,0,0,0,87,74,70
"134",0,0,0,1,0,0,0,0,1,0,0,0,0,75,81,84
"135",0,0,0,0,1,0,0,0,0,1,0,0,0,74,79,75
"136",0,0,0,1,0,0,0,0,0,1,0,0,0,58,55,48
"137",0,0,1,0,0,0,1,0,0,0,0,0,0,51,54,41
"138",0,0,0,0,0,1,0,1,0,0,0,0,0,70,55,56
"139",0,0,0,1,0,0,0,0,0,0,0,0,0,59,66,67
"140",0,0,0,0,1,0,0,0,1,0,0,0,0,71,61,69
"141",0,0,0,0,1,0,1,0,0,0,0,0,0,76,72,71
"142",0,0,0,1,0,0,0,0,1,0,0,0,0,59,62,64
"143",0,0,0,0,0,1,0,0,1,0,0,0,0,42,55,54
"144",0,1,0,0,0,0,0,1,0,0,0,0,0,57,43,47
"145",0,0,0,0,1,0,0,0,1,0,0,0,0,88,73,78
"146",0,0,0,1,0,0,0,0,1,0,0,0,0,22,39,33
"147",0,0,1,0,0,0,1,0,0,0,0,0,0,88,84,75
"148",0,0,0,1,0,0,0,0,0,0,0,0,0,73,68,66
"149",0,0,0,0,1,0,0,0,0,1,0,0,0,68,75,81
"150",0,0,0,0,0,1,0,0,0,0,0,0,0,100,100,93
"151",0,1,0,0,0,0,1,0,0,0,0,0,0,62,67,69
"152",0,1,0,0,0,0,0,0,0,1,0,0,0,77,67,68
"153",0,0,1,0,0,0,0,0,0,0,0,0,0,59,70,66
"154",0,0,0,0,1,0,0,0,0,1,0,0,0,54,49,47
"155",0,0,0,0,1,0,1,0,0,0,0,0,0,62,67,61
"156",0,0,0,1,0,0,0,0,1,0,0,0,0,70,89,88
"157",0,0,0,0,0,1,0,1,0,0,0,0,0,66,74,78
"158",0,0,1,0,0,0,0,0,1,0,0,0,0,60,60,60
"159",0,0,1,0,0,0,0,0,0,0,0,0,0,61,86,87
"160",0,0,0,0,1,0,0,0,0,0,0,0,0,66,62,64
"161",0,0,1,0,0,0,0,0,0,0,0,0,0,82,78,74
"162",0,0,0,0,0,1,0,0,1,0,0,0,0,75,88,85
"163",0,0,1,0,0,0,0,0,0,0,1,0,0,49,53,52
"164",0,0,0,1,0,0,0,1,0,0,0,0,0,52,53,49
"165",0,0,0,0,0,1,0,0,0,0,1,0,0,81,92,91
"166",0,0,0,1,0,0,0,0,0,1,0,0,0,96,100,100
"167",0,0,0,1,0,0,0,1,0,0,0,0,0,53,51,51
"168",0,0,1,0,0,0,0,0,0,0,1,0,0,58,76,78
"169",0,0,1,0,0,0,0,1,0,0,0,0,0,68,83,78
"170",0,0,0,1,0,0,0,0,1,0,0,0,0,67,75,70
"171",0,1,0,0,0,0,0,1,0,0,0,0,0,72,73,74
"172",0,0,0,0,0,1,1,0,0,0,0,0,0,94,88,78
"173",0,0,0,0,1,0,0,0,1,0,0,0,0,79,86,81
"174",0,0,0,1,0,0,0,0,0,0,0,0,0,63,67,70
"175",0,0,0,1,0,0,0,0,0,1,0,0,0,43,51,54
"176",0,0,0,1,0,0,0,0,0,0,1,0,0,81,91,87
"177",0,0,1,0,0,0,0,1,0,0,0,0,0,46,54,58
"178",0,0,0,1,0,0,0,0,0,0,0,0,0,71,77,77
"179",0,0,1,0,0,0,0,0,0,0,1,0,0,52,70,62
"180",0,0,0,0,1,0,1,0,0,0,0,0,0,97,100,100
"181",0,0,0,1,0,0,0,0,0,0,1,0,0,62,68,75
"182",0,0,0,1,0,0,0,0,1,0,0,0,0,46,64,66
"183",0,0,0,0,0,1,0,1,0,0,0,0,0,50,50,47
"184",0,0,0,0,1,0,0,0,0,0,0,0,0,65,69,70
"185",0,0,0,1,0,0,1,0,0,0,0,0,0,45,52,49
"186",0,0,0,1,0,0,0,0,0,0,0,0,0,65,67,65
"187",0,0,0,0,0,1,0,1,0,0,0,0,0,80,76,65
"188",0,0,0,0,1,0,1,0,0,0,0,0,0,62,66,68
"189",0,0,1,0,0,0,1,0,0,0,0,0,0,48,52,45
"190",0,0,0,1,0,0,0,0,0,1,0,0,0,77,88,87
"191",0,0,0,0,0,1,0,0,0,0,0,0,0,66,65,69
"192",0,0,0,0,1,0,0,0,1,0,0,0,0,76,83,79
"193",0,0,1,0,0,0,1,0,0,0,0,0,0,62,64,66
"194",0,0,0,0,1,0,0,0,1,0,0,0,0,77,62,62
"195",0,0,0,1,0,0,0,0,0,0,1,0,0,69,84,85
"196",0,0,0,0,1,0,0,0,0,0,0,0,0,61,55,52
"197",0,0,0,1,0,0,1,0,0,0,0,0,0,59,69,65
"198",0,0,0,0,0,1,0,1,0,0,0,0,0,55,56,51
"199",0,0,1,0,0,0,0,0,1,0,0,0,0,45,53,55
"200",0,0,1,0,0,0,0,0,0,1,0,0,0,78,79,76
"201",0,0,0,1,0,0,0,0,0,0,0,0,0,67,84,86
"202",0,0,0,0,1,0,0,0,1,0,0,0,0,65,81,77
"203",0,0,0,1,0,0,0,0,0,0,0,0,0,69,77,69
"204",0,0,1,0,0,0,0,0,0,0,0,0,0,57,69,68
"205",0,0,0,1,0,0,0,0,1,0,0,0,0,59,41,42
"206",0,0,0,0,1,0,1,0,0,0,0,0,0,74,71,78
"207",0,0,0,0,0,1,0,0,0,1,0,0,0,82,62,62
"208",0,0,0,0,0,1,0,1,0,0,0,0,0,81,80,76
"209",0,0,1,0,0,0,0,0,1,0,0,0,0,74,81,76
"210",0,0,1,0,0,0,0,0,1,0,0,0,0,58,61,66
"211",0,0,0,0,1,0,1,0,0,0,0,0,0,80,79,79
"212",0,0,0,1,0,0,0,0,1,0,0,0,0,35,28,27
"213",0,0,0,1,0,0,0,1,0,0,0,0,0,42,62,60
"214",0,0,0,1,0,0,0,0,0,0,0,0,0,60,51,56
"215",0,0,0,0,0,1,0,1,0,0,0,0,0,87,91,81
"216",0,0,1,0,0,0,1,0,0,0,0,0,0,84,83,75
"217",0,0,0,0,0,1,0,0,0,0,0,0,0,83,86,88
"218",0,0,0,1,0,0,0,1,0,0,0,0,0,34,42,39
"219",0,0,1,0,0,0,0,1,0,0,0,0,0,66,77,70
"220",0,0,1,0,0,0,1,0,0,0,0,0,0,61,56,56
"221",0,0,0,0,1,0,0,1,0,0,0,0,0,56,68,74
"222",0,0,1,0,0,0,0,0,0,0,0,0,0,87,85,73
"223",0,0,0,1,0,0,1,0,0,0,0,0,0,55,65,62
"224",0,0,0,0,1,0,1,0,0,0,0,0,0,86,80,75
"225",0,0,1,0,0,0,0,0,0,0,0,0,0,52,66,73
"226",0,0,0,0,0,1,0,0,0,0,1,0,0,45,56,54
"227",0,0,0,1,0,0,0,0,1,0,0,0,0,72,72,71
"228",0,0,0,0,1,0,0,1,0,0,0,0,0,57,50,54
"229",0,1,0,0,0,0,1,0,0,0,0,0,0,68,72,64
"230",0,0,0,1,0,0,0,0,1,0,0,0,0,88,95,94
"231",0,0,0,0,1,0,0,0,1,0,0,0,0,76,64,66
"232",0,0,0,1,0,0,0,0,0,0,0,0,0,46,43,42
"233",0,0,1,0,0,0,0,0,0,1,0,0,0,67,86,83
"234",0,0,0,0,0,1,1,0,0,0,0,0,0,92,87,78
"235",0,0,0,1,0,0,0,0,0,1,0,0,0,83,82,84
"236",0,0,0,0,1,0,0,0,0,0,0,0,0,80,75,77
"237",0,0,0,0,1,0,0,0,0,1,0,0,0,63,66,67
"238",0,0,0,0,1,0,1,0,0,0,0,0,0,64,60,74
"239",0,0,1,0,0,0,0,0,1,0,0,0,0,54,52,51
"240",0,0,0,1,0,0,0,0,0,0,0,0,0,84,80,80
"241",0,0,0,0,1,0,0,1,0,0,0,0,0,73,68,66
"242",0,0,0,0,0,1,0,0,0,1,0,0,0,80,83,83
"243",0,0,0,0,1,0,0,1,0,0,0,0,0,56,52,55
"244",0,0,0,0,0,1,0,0,1,0,0,0,0,59,51,43
"245",0,0,0,0,1,0,1,0,0,0,0,0,0,75,74,69
"246",0,0,0,1,0,0,0,0,0,0,0,0,0,85,76,71
"247",0,0,0,0,0,1,0,0,0,0,0,0,0,89,76,74
"248",0,0,1,0,0,0,0,1,0,0,0,0,0,58,70,68
"249",0,0,1,0,0,0,0,1,0,0,0,0,0,65,64,62
"250",0,0,0,1,0,0,0,1,0,0,0,0,0,68,60,53
"251",0,1,0,0,0,0,1,0,0,0,0,0,0,47,49,49
"252",0,0,0,0,1,0,0,0,1,0,0,0,0,71,83,83
"253",0,0,1,0,0,0,1,0,0,0,0,0,0,60,70,70
"254",0,0,0,0,1,0,0,0,0,0,1,0,0,80,80,72
"255",0,0,0,0,1,0,0,1,0,0,0,0,0,54,52,52
"256",0,0,0,0,0,1,0,0,1,0,0,0,0,62,73,70
"257",0,0,0,1,0,0,0,0,0,0,0,0,0,64,73,68
"258",0,0,0,1,0,0,0,0,0,0,0,0,0,78,77,77
"259",0,0,1,0,0,0,0,0,1,0,0,0,0,70,75,78
"260",0,0,0,1,0,0,0,0,0,0,1,0,0,65,81,81
"261",0,0,0,1,0,0,1,0,0,0,0,0,0,64,79,77
"262",0,0,0,1,0,0,0,0,1,0,0,0,0,79,79,78
"263",0,0,0,1,0,0,1,0,0,0,0,0,0,44,50,51
"264",0,0,0,0,0,1,0,1,0,0,0,0,0,99,93,90
"265",0,0,0,0,1,0,0,1,0,0,0,0,0,76,73,68
"266",0,0,0,0,1,0,1,0,0,0,0,0,0,59,42,41
"267",0,0,0,1,0,0,0,0,0,1,0,0,0,63,75,81
"268",0,0,0,0,1,0,0,1,0,0,0,0,0,69,72,77
"269",0,0,0,0,1,0,0,0,0,0,0,0,0,88,92,95
"270",0,0,0,0,0,1,0,0,1,0,0,0,0,71,76,70
"271",0,0,0,1,0,0,0,0,0,1,0,0,0,69,63,61
"272",0,0,0,1,0,0,0,0,1,0,0,0,0,58,49,42
"273",0,0,0,0,1,0,0,0,0,0,0,0,0,47,53,58
"274",0,0,0,0,1,0,0,0,1,0,0,0,0,65,70,71
"275",0,0,1,0,0,0,0,0,1,0,0,0,0,88,85,76
"276",0,0,0,1,0,0,0,0,0,1,0,0,0,83,78,73
"277",0,0,0,1,0,0,1,0,0,0,0,0,0,85,92,93
"278",0,0,0,0,0,1,0,1,0,0,0,0,0,59,63,75
"279",0,0,0,1,0,0,1,0,0,0,0,0,0,65,86,80
"280",0,0,1,0,0,0,0,0,0,1,0,0,0,73,56,57
"281",0,0,0,0,1,0,0,1,0,0,0,0,0,53,52,42
"282",0,0,0,0,1,0,0,1,0,0,0,0,0,45,48,46
"283",0,0,0,0,1,0,0,0,0,1,0,0,0,73,79,84
"284",0,0,0,0,1,0,0,0,1,0,0,0,0,70,78,78
"285",0,0,1,0,0,0,1,0,0,0,0,0,0,37,46,46
"286",0,0,1,0,0,0,0,0,0,0,0,0,0,81,82,82
"287",0,0,0,0,0,1,0,0,0,0,0,0,0,97,82,88
"288",0,0,1,0,0,0,1,0,0,0,0,0,0,67,89,82
"289",0,0,1,0,0,0,0,0,0,1,0,0,0,88,75,76
"290",0,0,0,0,0,1,1,0,0,0,0,0,0,77,76,77
"291",0,0,0,1,0,0,0,0,0,0,0,0,0,76,70,68
"292",0,0,0,0,1,0,1,0,0,0,0,0,0,86,73,70
"293",0,0,0,1,0,0,1,0,0,0,0,0,0,63,60,57
"294",0,0,0,0,0,1,0,0,0,1,0,0,0,65,73,75
"295",0,0,0,0,1,0,0,1,0,0,0,0,0,78,77,80
"296",0,0,1,0,0,0,0,0,0,0,0,0,0,67,62,60
"297",0,1,0,0,0,0,1,0,0,0,0,0,0,46,41,43
"298",0,0,0,0,0,1,0,0,0,0,0,0,0,71,74,68
"299",0,0,0,1,0,0,0,1,0,0,0,0,0,40,46,50
"300",0,0,0,0,1,0,0,0,0,0,0,0,0,90,87,75
"301",0,1,0,0,0,0,0,0,1,0,0,0,0,81,78,81
"302",0,0,0,0,1,0,1,0,0,0,0,0,0,56,54,52
"303",0,0,0,1,0,0,0,0,0,0,0,0,0,67,84,81
"304",0,0,1,0,0,0,0,0,0,0,0,0,0,80,76,64
"305",0,0,0,1,0,0,0,0,0,0,0,0,0,74,75,83
"306",0,1,0,0,0,0,0,0,1,0,0,0,0,69,67,69
"307",0,0,0,0,0,1,0,0,1,0,0,0,0,99,87,81
"308",0,0,0,1,0,0,1,0,0,0,0,0,0,51,52,44
"309",0,0,1,0,0,0,0,0,0,0,0,0,0,53,71,67
"310",0,0,0,0,1,0,0,1,0,0,0,0,0,49,57,52
"311",0,0,1,0,0,0,0,0,0,0,0,0,0,73,76,80
"312",0,0,1,0,0,0,0,0,0,1,0,0,0,66,60,57
"313",0,0,0,0,1,0,0,0,0,1,0,0,0,67,61,68
"314",0,0,0,1,0,0,0,0,0,0,0,0,0,68,67,69
"315",0,0,0,1,0,0,0,0,0,1,0,0,0,59,64,75
"316",0,0,0,1,0,0,0,1,0,0,0,0,0,71,66,65
"317",0,0,0,0,1,0,0,0,0,0,1,0,0,77,82,91
"318",0,0,0,1,0,0,0,0,0,0,0,0,0,83,72,78
"319",0,0,1,0,0,0,0,0,0,1,0,0,0,63,71,69
"320",0,0,0,0,1,0,0,0,0,0,0,0,0,56,65,63
"321",0,0,0,1,0,0,0,1,0,0,0,0,0,67,79,84
"322",0,0,0,0,0,1,0,1,0,0,0,0,0,75,86,79
"323",0,0,0,1,0,0,0,0,1,0,0,0,0,71,81,80
"324",0,0,0,1,0,0,1,0,0,0,0,0,0,43,53,53
"325",0,0,0,1,0,0,0,1,0,0,0,0,0,41,46,43
"326",0,0,0,1,0,0,0,0,1,0,0,0,0,82,90,94
"327",0,0,0,1,0,0,0,0,1,0,0,0,0,61,61,62
"328",0,1,0,0,0,0,0,0,1,0,0,0,0,28,23,19
"329",0,0,0,1,0,0,0,0,0,0,0,0,0,82,75,77
"330",0,0,1,0,0,0,1,0,0,0,0,0,0,41,55,51
"331",0,0,0,1,0,0,0,1,0,0,0,0,0,71,60,61
"332",0,0,0,1,0,0,0,0,0,0,0,0,0,47,37,35
"333",0,0,0,0,0,1,0,0,0,0,0,0,0,62,56,53
"334",0,0,1,0,0,0,0,0,0,0,0,0,0,90,78,81
"335",0,0,0,1,0,0,0,0,0,1,0,0,0,83,93,95
"336",0,0,1,0,0,0,0,0,1,0,0,0,0,61,68,66
"337",0,0,0,0,1,0,1,0,0,0,0,0,0,76,70,69
"338",0,0,0,1,0,0,0,0,0,0,0,0,0,49,51,43
"339",0,0,1,0,0,0,1,0,0,0,0,0,0,24,38,27
"340",0,0,0,0,1,0,1,0,0,0,0,0,0,35,55,60
"341",0,0,0,1,0,0,0,1,0,0,0,0,0,58,61,52
"342",0,0,0,1,0,0,0,1,0,0,0,0,0,61,73,63
"343",0,0,1,0,0,0,0,1,0,0,0,0,0,69,76,74
"344",0,0,0,0,1,0,0,0,0,0,0,0,0,67,72,67
"345",0,0,0,0,1,0,0,0,1,0,0,0,0,79,73,67
"346",0,0,0,1,0,0,0,1,0,0,0,0,0,72,80,75
"347",0,0,1,0,0,0,0,0,1,0,0,0,0,62,61,57
"348",0,0,0,1,0,0,0,0,0,1,0,0,0,77,94,95
"349",0,0,0,0,1,0,0,1,0,0,0,0,0,75,74,66
"350",0,0,0,0,0,1,0,0,0,0,0,0,0,87,74,76
"351",0,0,1,0,0,0,0,0,0,1,0,0,0,52,65,69
"352",0,0,0,0,0,1,0,0,1,0,0,0,0,66,57,52
"353",0,0,0,1,0,0,0,0,1,0,0,0,0,63,78,80
"354",0,0,0,1,0,0,0,0,0,0,0,0,0,46,58,57
"355",0,0,0,1,0,0,0,0,1,0,0,0,0,59,71,70
"356",0,0,1,0,0,0,0,0,0,1,0,0,0,61,72,70
"357",0,1,0,0,0,0,0,0,0,0,0,0,0,63,61,61
"358",0,0,0,1,0,0,0,0,1,0,0,0,0,42,66,69
"359",0,0,0,0,1,0,0,0,1,0,0,0,0,59,62,61
"360",0,0,0,0,1,0,0,0,1,0,0,0,0,80,90,89
"361",0,0,1,0,0,0,0,1,0,0,0,0,0,58,62,59
"362",0,0,1,0,0,0,1,0,0,0,0,0,0,85,84,78
"363",0,0,0,1,0,0,0,0,1,0,0,0,0,52,58,58
"364",0,0,0,0,1,0,1,0,0,0,0,0,0,27,34,32
"365",0,0,0,1,0,0,0,0,1,0,0,0,0,59,60,58
"366",0,1,0,0,0,0,0,0,0,1,0,0,0,49,58,60
"367",0,0,0,1,0,0,0,1,0,0,0,0,0,69,58,53
"368",0,0,0,1,0,0,0,0,0,1,0,0,0,61,66,61
"369",0,1,0,0,0,0,1,0,0,0,0,0,0,44,64,58
"370",0,0,0,0,1,0,1,0,0,0,0,0,0,73,84,85
"371",0,0,0,0,0,1,0,0,1,0,0,0,0,84,77,71
"372",0,0,0,1,0,0,0,0,1,0,0,0,0,45,73,70
"373",0,0,0,0,1,0,1,0,0,0,0,0,0,74,74,72
"374",0,0,0,0,1,0,0,0,1,0,0,0,0,82,97,96
"375",0,0,0,0,1,0,0,0,0,1,0,0,0,59,70,73
"376",0,0,0,0,0,1,0,0,0,0,0,0,0,46,43,41
"377",0,0,0,0,1,0,1,0,0,0,0,0,0,80,90,82
"378",0,0,0,0,1,0,0,0,0,0,1,0,0,85,95,100
"379",0,1,0,0,0,0,1,0,0,0,0,0,0,71,83,77
"380",0,1,0,0,0,0,0,0,0,1,0,0,0,66,64,62
"381",0,0,1,0,0,0,0,0,0,0,0,0,0,80,86,83
"382",0,0,0,1,0,0,0,0,0,0,0,0,0,87,100,95
"383",0,0,0,1,0,0,0,0,0,0,1,0,0,79,81,71
"384",0,0,0,0,0,1,1,0,0,0,0,0,0,38,49,45
"385",0,1,0,0,0,0,1,0,0,0,0,0,0,38,43,43
"386",0,0,0,0,0,1,0,0,1,0,0,0,0,67,76,75
"387",0,0,0,0,0,1,0,0,0,1,0,0,0,64,73,70
"388",0,0,0,1,0,0,0,0,0,0,0,0,0,57,78,67
"389",0,0,0,0,1,0,0,1,0,0,0,0,0,62,64,64
"390",0,0,0,0,1,0,0,0,0,0,1,0,0,73,70,75
"391",0,0,0,0,0,1,1,0,0,0,0,0,0,73,67,59
"392",0,0,0,0,1,0,0,0,1,0,0,0,0,77,68,77
"393",0,0,0,0,0,1,0,0,1,0,0,0,0,76,67,67
